Jarek Nohavica;Mam jizvu na rtu;https://www.youtube.com/watch?v=SK7Be_3bAxA&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L&index=1
Jarek Nohavica;Kometa;https://www.youtube.com/watch?v=vs1DRPAEkQE&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L&index=2
Jarek Nohavica;Ostravo;https://www.youtube.com/watch?v=83p9kM3UlyA&index=3&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Pane Prezidente;https://www.youtube.com/watch?v=Ah_WI8HNrQU&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L&index=4
Jarek Nohavica;Hlidac Krav;https://www.youtube.com/watch?v=eQ6qdGmGbNA&index=5&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Zitra rano v 5;https://www.youtube.com/watch?v=9L9f8-jG4DA&index=6&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Fotbal;https://www.youtube.com/watch?v=u7rojQbqf68&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L&index=8
Jarek Nohavica;U nas na severu;https://www.youtube.com/watch?v=vxjpS2zrxPI&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L&index=9
Jarek Nohavica;Kdyz me brali za vojaka;https://www.youtube.com/watch?v=y-mintvBH8M&index=10&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Stary muz;https://www.youtube.com/watch?v=IRcCN8r4smc&index=11&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L

Jarek Nohavica;Pritel;https://www.youtube.com/watch?v=l-BCDFEcIg4&index=14&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Jdou po mne jdou;https://www.youtube.com/watch?v=lkAHxN4VUuI&index=17&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Milionar;https://www.youtube.com/watch?v=XN41Pp_bI3g&index=18&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Minulost;https://www.youtube.com/watch?v=6hxrf-Ujrv8&index=20&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Dokud se zpiva;https://www.youtube.com/watch?v=6sDj8T2cnes&index=23&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Sarajevo;https://www.youtube.com/watch?v=3N1Ko8SDZlc&index=24&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Ja chci poezii;https://www.youtube.com/watch?v=ZnaHFXgzr2A&index=27&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Jeste mi schazis;https://www.youtube.com/watch?v=S_To03aHCYw&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L&index=28
Jarek Nohavica;idnes;https://www.youtube.com/watch?v=lurErXt-eHI&index=31&list=PLTqraRZLDdzw70v4r7lO35ciuSn-VoV5L
Jarek Nohavica;Vlastovko let;https://www.youtube.com/watch?v=MAJ82Y-vVrQ

Enrique Inglesias;Bailando;https://www.youtube.com/watch?v=NUsoVlDFqZg&list=PLlkLqylYSdn8Fy31lS2_uelFNH5o8A440&index=2
Enrique Inglesias;El Perdón;https://www.youtube.com/watch?v=hXI8RQYC36Q&list=PLlkLqylYSdn8Fy31lS2_uelFNH5o8A440&index=3
Enrique Inglesias;El Perdon;https://www.youtube.com/watch?v=tLcfAnN2QgY&list=PLlkLqylYSdn8Fy31lS2_uelFNH5o8A440&index=4
Enrique Inglesias;Juan Luis Guerra;https://www.youtube.com/watch?v=4DO8GsIYfhQ&index=5&list=PLlkLqylYSdn8Fy31lS2_uelFNH5o8A440
Enrique Inglesias;No Me Digas;https://www.youtube.com/watch?v=zyqt2avPkoA&list=PLlkLqylYSdn8Fy31lS2_uelFNH5o8A440&index=6
Enrique Inglesias;Hero;https://www.youtube.com/watch?v=koJlIGDImiU&list=PLlkLqylYSdn8Fy31lS2_uelFNH5o8A440&index=9
